Source:,C:\Users\moogtron 4k\Desktop\projects\ga tech soundlight sculpture\harmonic_content_code\jack_pcb\jack_pcb.sch,,,,,
Date:,Tue 11/02/2021 12:24:58 PM,,,,,
Tool:,Eeschema (5.1.4)-1,,,,,
Generator:,C:\Program Files\KiCad\bin\scripting\plugins/bom_csv_grouped_by_value.py,,,,,
Component Count:,132,,,,,
,,,,,,
Individual Components:,,,,,,
,,,,,,
Item,Qty,Reference(s),Value,LibPart,Footprint,Datasheet
,,C1,.1uF,Device:C_Small,Capacitor_THT:C_Axial_L3.8mm_D2.6mm_P7.50mm_Horizontal,~
,,C2,10uF Tantalum,Device:C_Small,Capacitor_THT:C_Axial_L3.8mm_D2.6mm_P7.50mm_Horizontal,~
,,C3,.1uF,Device:C_Small,Capacitor_THT:C_Axial_L3.8mm_D2.6mm_P7.50mm_Horizontal,~
,,C4,10uF Tantalum,Device:C_Small,Capacitor_THT:C_Axial_L3.8mm_D2.6mm_P7.50mm_Horizontal,~
,,C5,.1uF,Device:C_Small,Capacitor_THT:C_Axial_L3.8mm_D2.6mm_P7.50mm_Horizontal,~
,,C6,10uF Tantalum,Device:C_Small,Capacitor_THT:C_Axial_L3.8mm_D2.6mm_P7.50mm_Horizontal,~
,,C7,.1uF,Device:C_Small,Capacitor_THT:C_Axial_L3.8mm_D2.6mm_P7.50mm_Horizontal,~
,,C8,.1uF,Device:C_Small,Capacitor_THT:C_Axial_L3.8mm_D2.6mm_P7.50mm_Horizontal,~
,,C9,.1uF,Device:C_Small,Capacitor_THT:C_Axial_L3.8mm_D2.6mm_P7.50mm_Horizontal,~
,,C10,.1uF,Device:C_Small,Capacitor_THT:C_Axial_L3.8mm_D2.6mm_P7.50mm_Horizontal,~
,,C11,.1uF,Device:C_Small,Capacitor_THT:C_Axial_L3.8mm_D2.6mm_P7.50mm_Horizontal,~
,,C12,.1uF,Device:C_Small,Capacitor_THT:C_Axial_L3.8mm_D2.6mm_P7.50mm_Horizontal,~
,,C13,.1uF,Device:C_Small,Capacitor_THT:C_Axial_L3.8mm_D2.6mm_P7.50mm_Horizontal,~
,,C14,.1uF,Device:C_Small,Capacitor_THT:C_Axial_L3.8mm_D2.6mm_P7.50mm_Horizontal,~
,,C15,.1uF,Device:C_Small,Capacitor_THT:C_Axial_L3.8mm_D2.6mm_P7.50mm_Horizontal,~
,,C16,.1uF,Device:C_Small,Capacitor_THT:C_Axial_L3.8mm_D2.6mm_P7.50mm_Horizontal,~
,,C17,.1uF,Device:C_Small,Capacitor_THT:C_Axial_L3.8mm_D2.6mm_P7.50mm_Horizontal,~
,,C18,.1uF,Device:C_Small,Capacitor_THT:C_Axial_L3.8mm_D2.6mm_P7.50mm_Horizontal,~
,,C19,.1uF,Device:C_Small,Capacitor_THT:C_Axial_L3.8mm_D2.6mm_P7.50mm_Horizontal,~
,,C20,.1uF,Device:C_Small,Capacitor_THT:C_Axial_L3.8mm_D2.6mm_P7.50mm_Horizontal,~
,,C21,.1uF,Device:C_Small,Capacitor_THT:C_Axial_L3.8mm_D2.6mm_P7.50mm_Horizontal,~
,,C22,.1uF,Device:C_Small,Capacitor_THT:C_Axial_L3.8mm_D2.6mm_P7.50mm_Horizontal,~
,,C23,.1uF,Device:C_Small,Capacitor_THT:C_Axial_L3.8mm_D2.6mm_P7.50mm_Horizontal,~
,,C24,.1uF,Device:C_Small,Capacitor_THT:C_Axial_L3.8mm_D2.6mm_P7.50mm_Horizontal,~
,,C25,.1uF,Device:C_Small,Capacitor_THT:C_Axial_L3.8mm_D2.6mm_P7.50mm_Horizontal,~
,,C26,.1uF,Device:C_Small,Capacitor_THT:C_Axial_L3.8mm_D2.6mm_P7.50mm_Horizontal,~
,,C27,.1uF,Device:C_Small,Capacitor_THT:C_Axial_L3.8mm_D2.6mm_P7.50mm_Horizontal,~
,,C28,.1uF,Device:C_Small,Capacitor_THT:C_Axial_L3.8mm_D2.6mm_P7.50mm_Horizontal,~
,,C29,.1uF,Device:C_Small,Capacitor_THT:C_Axial_L3.8mm_D2.6mm_P7.50mm_Horizontal,~
,,C30,.1uF,Device:C_Small,Capacitor_THT:C_Axial_L3.8mm_D2.6mm_P7.50mm_Horizontal,~
,,C31,.1uF,Device:C_Small,Capacitor_THT:C_Axial_L3.8mm_D2.6mm_P7.50mm_Horizontal,~
,,C32,.1uF,Device:C_Small,Capacitor_THT:C_Axial_L3.8mm_D2.6mm_P7.50mm_Horizontal,~
,,C33,.1uF,Device:C_Small,Capacitor_THT:C_Axial_L3.8mm_D2.6mm_P7.50mm_Horizontal,~
,,C34,.1uF,Device:C_Small,Capacitor_THT:C_Axial_L3.8mm_D2.6mm_P7.50mm_Horizontal,~
,,C35,.1uF,Device:C_Small,Capacitor_THT:C_Axial_L3.8mm_D2.6mm_P7.50mm_Horizontal,~
,,C36,.1uF,Device:C_Small,Capacitor_THT:C_Axial_L3.8mm_D2.6mm_P7.50mm_Horizontal,~
,,C37,.1uF,Device:C_Small,Capacitor_THT:C_Axial_L3.8mm_D2.6mm_P7.50mm_Horizontal,~
,,C38,.1uF,Device:C_Small,Capacitor_THT:C_Axial_L3.8mm_D2.6mm_P7.50mm_Horizontal,~
,,D1,1N914,Diode:1N914,Diode_THT:D_DO-35_SOD27_P7.62mm_Horizontal,http://www.vishay.com/docs/85622/1n914.pdf
,,J1,PJ301M-12,eurocad:PJ301M-12,Eurocad:PJ301M-12,
,,J2,PJ301M-12,eurocad:PJ301M-12,Eurocad:PJ301M-12,
,,J3,PJ301M-12,eurocad:PJ301M-12,Eurocad:PJ301M-12,
,,J4,PJ301M-12,eurocad:PJ301M-12,Eurocad:PJ301M-12,
,,J5,PJ301M-12,eurocad:PJ301M-12,Eurocad:PJ301M-12,
,,J6,PJ301M-12,eurocad:PJ301M-12,Eurocad:PJ301M-12,
,,J7,PJ301M-12,eurocad:PJ301M-12,Eurocad:PJ301M-12,
,,J8,PJ301M-12,eurocad:PJ301M-12,Eurocad:PJ301M-12,
,,J9,Conn_02x16_Odd_Even,Connector_Generic:Conn_02x16_Odd_Even,Connector_PinSocket_2.54mm:PinSocket_2x16_P2.54mm_Vertical,~
,,J10,PJ301M-12,eurocad:PJ301M-12,Eurocad:PJ301M-12,
,,J11,PJ301M-12,eurocad:PJ301M-12,Eurocad:PJ301M-12,
,,J12,PJ301M-12,eurocad:PJ301M-12,Eurocad:PJ301M-12,
,,J13,PJ301M-12,eurocad:PJ301M-12,Eurocad:PJ301M-12,
,,J14,PJ301M-12,eurocad:PJ301M-12,Eurocad:PJ301M-12,
,,J15,PJ301M-12,eurocad:PJ301M-12,Eurocad:PJ301M-12,
,,J16,PJ301M-12,eurocad:PJ301M-12,Eurocad:PJ301M-12,
,,J17,PJ301M-12,eurocad:PJ301M-12,Eurocad:PJ301M-12,
,,J18,PJ301M-12,eurocad:PJ301M-12,Eurocad:PJ301M-12,
,,J19,PJ301M-12,eurocad:PJ301M-12,Eurocad:PJ301M-12,
,,J20,PJ301M-12,eurocad:PJ301M-12,Eurocad:PJ301M-12,
,,J21,PJ301M-12,eurocad:PJ301M-12,Eurocad:PJ301M-12,
,,J22,PJ301M-12,eurocad:PJ301M-12,Eurocad:PJ301M-12,
,,J23,PJ301M-12,eurocad:PJ301M-12,Eurocad:PJ301M-12,
,,J24,PJ301M-12,eurocad:PJ301M-12,Eurocad:PJ301M-12,
,,J25,PJ301M-12,eurocad:PJ301M-12,Eurocad:PJ301M-12,
,,J26,Conn_02x25_Odd_Even,Connector_Generic:Conn_02x25_Odd_Even,Connector_PinSocket_2.54mm:PinSocket_2x25_P2.54mm_Vertical,~
,,J27,PJ301M-12,eurocad:PJ301M-12,Eurocad:PJ301M-12,
,,J28,PJ301M-12,eurocad:PJ301M-12,Eurocad:PJ301M-12,
,,J29,PJ301M-12,eurocad:PJ301M-12,Eurocad:PJ301M-12,
,,J30,PJ301M-12,eurocad:PJ301M-12,Eurocad:PJ301M-12,
,,J31,PJ301M-12,eurocad:PJ301M-12,Eurocad:PJ301M-12,
,,J32,PJ301M-12,eurocad:PJ301M-12,Eurocad:PJ301M-12,
,,J33,PJ301M-12,eurocad:PJ301M-12,Eurocad:PJ301M-12,
,,J34,PJ301M-12,eurocad:PJ301M-12,Eurocad:PJ301M-12,
,,J35,DIN-5,Connector:DIN-5,Connector_PinSocket_2.54mm:PinSocket_1x05_P2.54mm_Vertical,http://www.mouser.com/ds/2/18/40_c091_abd_e-75918.pdf
,,J36,DIN-5,Connector:DIN-5,Connector_PinSocket_2.54mm:PinSocket_1x05_P2.54mm_Vertical,http://www.mouser.com/ds/2/18/40_c091_abd_e-75918.pdf
,,J37,DIN-5,Connector:DIN-5,Connector_PinSocket_2.54mm:PinSocket_1x05_P2.54mm_Vertical,http://www.mouser.com/ds/2/18/40_c091_abd_e-75918.pdf
,,J38,RJ45,Connector:RJ45,Connector_RJ:RJ45_Amphenol_54602-x08_Horizontal,~
,,J39,RJ45,Connector:RJ45,Connector_RJ:RJ45_Amphenol_54602-x08_Horizontal,~
,,J40,RJ45,Connector:RJ45,Connector_RJ:RJ45_Amphenol_54602-x08_Horizontal,~
,,J41,RJ45,Connector:RJ45,Connector_RJ:RJ45_Amphenol_54602-x08_Horizontal,~
,,J42,RJ45,Connector:RJ45,Connector_RJ:RJ45_Amphenol_54602-x08_Horizontal,~
,,J43,RJ45,Connector:RJ45,Connector_RJ:RJ45_Amphenol_54602-x08_Horizontal,~
,,J44,RJ45,Connector:RJ45,Connector_RJ:RJ45_Amphenol_54602-x08_Horizontal,~
,,J45,RJ45,Connector:RJ45,Connector_RJ:RJ45_Amphenol_54602-x08_Horizontal,~
,,J46,USB_B,Connector:USB_B,Connector_USB:USB_B_TE_5787834_Vertical, ~
,,J47,Conn_01x24,Connector_Generic:Conn_01x24,Connector_PinHeader_2.54mm:PinHeader_1x24_P2.54mm_Vertical,~
,,J48,Conn_01x24,Connector_Generic:Conn_01x24,Connector_PinHeader_2.54mm:PinHeader_1x24_P2.54mm_Vertical,~
,,R1,220,Device:R_Small_US,Resistor_THT:R_Axial_DIN0207_L6.3mm_D2.5mm_P10.16mm_Horizontal,~
,,R2,220,Device:R_Small_US,Resistor_THT:R_Axial_DIN0207_L6.3mm_D2.5mm_P10.16mm_Horizontal,~
,,R3,220,Device:R_Small_US,Resistor_THT:R_Axial_DIN0207_L6.3mm_D2.5mm_P10.16mm_Horizontal,~
,,R4,220,Device:R_Small_US,Resistor_THT:R_Axial_DIN0207_L6.3mm_D2.5mm_P10.16mm_Horizontal,~
,,R5,280,Device:R_Small_US,Resistor_THT:R_Axial_DIN0207_L6.3mm_D2.5mm_P10.16mm_Horizontal,~
,,R6,280,Device:R_Small_US,Resistor_THT:R_Axial_DIN0207_L6.3mm_D2.5mm_P10.16mm_Horizontal,~
,,R7,1000,Device:R_Small_US,Resistor_THT:R_Axial_DIN0207_L6.3mm_D2.5mm_P10.16mm_Horizontal,~
,,R8,1000,Device:R_Small_US,Resistor_THT:R_Axial_DIN0207_L6.3mm_D2.5mm_P10.16mm_Horizontal,~
,,R9,1000,Device:R_Small_US,Resistor_THT:R_Axial_DIN0207_L6.3mm_D2.5mm_P10.16mm_Horizontal,~
,,R10,1000,Device:R_Small_US,Resistor_THT:R_Axial_DIN0207_L6.3mm_D2.5mm_P10.16mm_Horizontal,~
,,R11,1000,Device:R_Small_US,Resistor_THT:R_Axial_DIN0207_L6.3mm_D2.5mm_P10.16mm_Horizontal,~
,,R12,1000,Device:R_Small_US,Resistor_THT:R_Axial_DIN0207_L6.3mm_D2.5mm_P10.16mm_Horizontal,~
,,R13,1000,Device:R_Small_US,Resistor_THT:R_Axial_DIN0207_L6.3mm_D2.5mm_P10.16mm_Horizontal,~
,,R14,1000,Device:R_Small_US,Resistor_THT:R_Axial_DIN0207_L6.3mm_D2.5mm_P10.16mm_Horizontal,~
,,R15,1000,Device:R_Small_US,Resistor_THT:R_Axial_DIN0207_L6.3mm_D2.5mm_P10.16mm_Horizontal,~
,,R16,1000,Device:R_Small_US,Resistor_THT:R_Axial_DIN0207_L6.3mm_D2.5mm_P10.16mm_Horizontal,~
,,R17,1000,Device:R_Small_US,Resistor_THT:R_Axial_DIN0207_L6.3mm_D2.5mm_P10.16mm_Horizontal,~
,,R18,1000,Device:R_Small_US,Resistor_THT:R_Axial_DIN0207_L6.3mm_D2.5mm_P10.16mm_Horizontal,~
,,R19,1000,Device:R_Small_US,Resistor_THT:R_Axial_DIN0207_L6.3mm_D2.5mm_P10.16mm_Horizontal,~
,,R20,1000,Device:R_Small_US,Resistor_THT:R_Axial_DIN0207_L6.3mm_D2.5mm_P10.16mm_Horizontal,~
,,R21,1000,Device:R_Small_US,Resistor_THT:R_Axial_DIN0207_L6.3mm_D2.5mm_P10.16mm_Horizontal,~
,,R22,1000,Device:R_Small_US,Resistor_THT:R_Axial_DIN0207_L6.3mm_D2.5mm_P10.16mm_Horizontal,~
,,R23,1000,Device:R_Small_US,Resistor_THT:R_Axial_DIN0207_L6.3mm_D2.5mm_P10.16mm_Horizontal,~
,,R24,1000,Device:R_Small_US,Resistor_THT:R_Axial_DIN0207_L6.3mm_D2.5mm_P10.16mm_Horizontal,~
,,R25,1000,Device:R_Small_US,Resistor_THT:R_Axial_DIN0207_L6.3mm_D2.5mm_P10.16mm_Horizontal,~
,,R26,1000,Device:R_Small_US,Resistor_THT:R_Axial_DIN0207_L6.3mm_D2.5mm_P10.16mm_Horizontal,~
,,R27,1000,Device:R_Small_US,Resistor_THT:R_Axial_DIN0207_L6.3mm_D2.5mm_P10.16mm_Horizontal,~
,,R28,1000,Device:R_Small_US,Resistor_THT:R_Axial_DIN0207_L6.3mm_D2.5mm_P10.16mm_Horizontal,~
,,R29,1000,Device:R_Small_US,Resistor_THT:R_Axial_DIN0207_L6.3mm_D2.5mm_P10.16mm_Horizontal,~
,,R30,1000,Device:R_Small_US,Resistor_THT:R_Axial_DIN0207_L6.3mm_D2.5mm_P10.16mm_Horizontal,~
,,R31,1000,Device:R_Small_US,Resistor_THT:R_Axial_DIN0207_L6.3mm_D2.5mm_P10.16mm_Horizontal,~
,,R32,1000,Device:R_Small_US,Resistor_THT:R_Axial_DIN0207_L6.3mm_D2.5mm_P10.16mm_Horizontal,~
,,R33,1000,Device:R_Small_US,Resistor_THT:R_Axial_DIN0207_L6.3mm_D2.5mm_P10.16mm_Horizontal,~
,,R34,1000,Device:R_Small_US,Resistor_THT:R_Axial_DIN0207_L6.3mm_D2.5mm_P10.16mm_Horizontal,~
,,R35,1000,Device:R_Small_US,Resistor_THT:R_Axial_DIN0207_L6.3mm_D2.5mm_P10.16mm_Horizontal,~
,,R36,1000,Device:R_Small_US,Resistor_THT:R_Axial_DIN0207_L6.3mm_D2.5mm_P10.16mm_Horizontal,~
,,R37,1000,Device:R_Small_US,Resistor_THT:R_Axial_DIN0207_L6.3mm_D2.5mm_P10.16mm_Horizontal,~
,,R38,1000,Device:R_Small_US,Resistor_THT:R_Axial_DIN0207_L6.3mm_D2.5mm_P10.16mm_Horizontal,~
,,U1,74HC14,74xx:74HC14,Package_DIP:DIP-14_W7.62mm_Socket_LongPads,http://www.ti.com/lit/gpn/sn74HC14
,,U2,6N138,Isolator:6N138,Package_DIP:DIP-8_W7.62mm_Socket,http://www.onsemi.com/pub/Collateral/HCPL2731-D.pdf
,,U3,74125,74xx_IEEE:74125,Package_DIP:DIP-14_W7.62mm_Socket,
,,U4,74125,74xx_IEEE:74125,Package_DIP:DIP-14_W7.62mm_Socket,
,,U5,74125,74xx_IEEE:74125,Package_DIP:DIP-14_W7.62mm_Socket,
,,U6,74125,74xx_IEEE:74125,Package_DIP:DIP-14_W7.62mm_Socket,
,,U7,Teensy4.1,teensy:Teensy4.1,teensy2:Teensy41,
,,,,,,
,,,,,,
,,,,,,
Collated Components:,,,,,,
,,,,,,
Item,Qty,Reference(s),Value,LibPart,Footprint,Datasheet
1,35,"C1, C3, C5, C7, C8, C9, C10, C11, C12, C13, C14, C15, C16, C17, C18, C19, C20, C21, C22, C23, C24, C25, C26, C27, C28, C29, C30, C31, C32, C33, C34, C35, C36, C37, C38",.1uF,Device:C_Small,Capacitor_THT:C_Axial_L3.8mm_D2.6mm_P7.50mm_Horizontal,~
2,3,"C2, C4, C6",10uF Tantalum,3,Capacitor_THT:C_Axial_L3.8mm_D2.6mm_P7.50mm_Horizontal,~
3,1,D1,1N914,Diode:1N914,Diode_THT:D_DO-35_SOD27_P7.62mm_Horizontal,http://www.vishay.com/docs/85622/1n914.pdf
4,32,"J1, J2, J3, J4, J5, J6, J7, J8, J10, J11, J12, J13, J14, J15, J16, J17, J18, J19, J20, J21, J22, J23, J24, J25, J27, J28, J29, J30, J31, J32, J33, J34",PJ301M-12,eurocad:PJ301M-12,Eurocad:PJ301M-12,
5,1,J9,Conn_02x16_Odd_Even,Connector_Generic:Conn_02x16_Odd_Even,Connector_PinSocket_2.54mm:PinSocket_2x16_P2.54mm_Vertical,~
6,1,J26,Conn_02x25_Odd_Even,Connector_Generic:Conn_02x25_Odd_Even,Connector_PinSocket_2.54mm:PinSocket_2x25_P2.54mm_Vertical,~
7,3,"J35, J36, J37",DIN-5,Connector:DIN-5,Connector_PinSocket_2.54mm:PinSocket_1x05_P2.54mm_Vertical,http://www.mouser.com/ds/2/18/40_c091_abd_e-75918.pdf
8,8,"J38, J39, J40, J41, J42, J43, J44, J45",RJ45,Connector:RJ45,Connector_RJ:RJ45_Amphenol_54602-x08_Horizontal,~
9,1,J46,USB_B,Connector:USB_B,Connector_USB:USB_B_TE_5787834_Vertical, ~
10,2,"J47, J48",Conn_01x24,Connector_Generic:Conn_01x24,Connector_PinHeader_2.54mm:PinHeader_1x24_P2.54mm_Vertical,~
11,4,"R1, R2, R3, R4",220,Device:R_Small_US,Resistor_THT:R_Axial_DIN0207_L6.3mm_D2.5mm_P10.16mm_Horizontal,~
12,2,"R5, R6",280,Device:R_Small_US,Resistor_THT:R_Axial_DIN0207_L6.3mm_D2.5mm_P10.16mm_Horizontal,~
13,32,"R7, R8, R9, R10, R11, R12, R13, R14, R15, R16, R17, R18, R19, R20, R21, R22, R23, R24, R25, R26, R27, R28, R29, R30, R31, R32, R33, R34, R35, R36, R37, R38",1000,Device:R_Small_US,Resistor_THT:R_Axial_DIN0207_L6.3mm_D2.5mm_P10.16mm_Horizontal,~
14,1,U1,74HC14,74xx:74HC14,Package_DIP:DIP-14_W7.62mm_Socket_LongPads,http://www.ti.com/lit/gpn/sn74HC14
15,1,U2,6N138,Isolator:6N138,Package_DIP:DIP-8_W7.62mm_Socket,http://www.onsemi.com/pub/Collateral/HCPL2731-D.pdf
16,4,"U3, U4, U5, U6",74125,74xx_IEEE:74125,Package_DIP:DIP-14_W7.62mm_Socket,
17,1,U7,Teensy4.1,teensy:Teensy4.1,teensy2:Teensy41,
